"gene","Gn","Gc","Gmax","Gsum","N_term_thread","C_term_thread","ENT.ID","num_zipper_nc","num_loop_contacting_res","num_cross_nearest_neighbors","min_N_prot_depth_left","min_C_prot_depth_right","Travatos_G","Length","Entanglement","Cov_Entanglement","Total_Mutations_n","mean_SASA","disease","Essential","p1","p0","Delta_2RF"
"A8TX70",0.83336,0.79707,0.83336,0.98396,3,1,21,24,126,46,0.895602294455067,0.767877629063098,1.752,2615,"Yes","No",49,62.9932378810922,"No","No",0.248,0.913,-0.665
"B0FP48",0.67589,0.06306,0.67589,0.73895,1,0,1,16,48,26,0.32319391634981,0,1.2,263,"Yes","No",3,80.7225792812928,"No","NT",0.064,0.345,-0.281
"B0I1T2",0.93831,0.80958,0.93831,1.09098,1,1,10,29,105,30,0.902750491159136,0.613948919449902,1.292,1018,"Yes","No",5,52.6154389035324,"No","No",0.209,0.505,-0.296
"B2RC85",0.87297,0.86966,0.87297,1.44041,1,1,3,15,84,53,0.513793103448276,0.340229885057471,1.009,870,"Yes","No",12,80.8534089303126,"No","NT",0.198,0.627,-0.429
"B2RXF0",0.67017,0.67005,0.67017,1.34022,1,1,1,55,46,34,0.160526315789474,0.0157894736842105,1.371,380,"Yes","No",1,73.7980617855,"No","No",0.088,0.11,-0.022
"B2RXH2",2.15483,1.96458,2.15483,2.98371,2,2,4,66,107,57,0.385375494071146,0.741106719367589,2.621,506,"Yes","No",7,72.6302407489447,"No","No",0.166,0.669,-0.503
"B2RXH8",0.74653,0.85614,0.85614,0.85614,1,1,2,12,27,24,0.0614334470989761,0.812286689419795,1.082,293,"Yes","No",8,107.512692967577,"No","NT",0.09,0.484,-0.394
"B3GLJ2",0.83009,0,0.83009,0.83009,1,0,1,4,21,24,0.510204081632653,0,0.931,98,"Yes","No",1,81.3432244138776,"No","No",0.058,0.231,-0.173
"B5MCN3",1.19137,1.11252,1.19137,2.21632,3,1,5,33,91,57,0.793450881612091,0.0906801007556675,1.348,397,"Yes","No",7,51.2608062276977,"No","No",0.236,0.392,-0.156
"B5MCY1",1.33347,0.92126,1.33347,1.35085,1,1,28,28,53,31,0.924508790072389,0.944157187176836,1.628,1934,"Yes","No",3,70.3230152964747,"No","No",0.158,0.322,-0.164
"B6A8C7",0.80003,0.61396,0.80003,0.87323,1,1,2,5,44,25,0.583025830258303,0.232472324723247,1.322,271,"Yes","No",3,70.5854109529151,"No","No",0.156,0.169,-0.013
"B7U540",0.70174,0.69086,0.70174,0.86026,1,1,2,8,45,18,0.459584295612009,0.284064665127021,1.228,433,"Yes","No",4,81.5805892938938,"Yes","NT",0.726,0.39,0.336
"B7ZAQ6",0.32354,0.72942,0.72942,1.05296,0,1,1,24,69,19,0,0.147252747252747,1.075,455,"Yes","No",0,64.1969111150506,"No","NT",0.043,0.037,0.006
"B7ZW38",0.74647,0.86584,0.86584,0.86584,1,1,2,12,27,24,0.0614334470989761,0.812286689419795,1.082,293,"Yes","No",0,107.472525667577,"No","NT",0.028,0.059,-0.031
"B9A014",0.75782,0.08487,0.75782,0.84269,1,0,1,14,42,32,0.179282868525896,0,1.171,251,"Yes","No",0,71.6810374726295,"No","No",0.046,0.212,-0.166
"C9J1S8",0.64782,0.91548,0.91548,1.00932,1,1,4,11,53,28,0.789823008849557,0.0929203539823008,1.092,452,"Yes","No",3,58.845206553177,"No","No",0.057,0.283,-0.226
"C9J202",0.97989,0,0.97989,0.97989,1,0,1,2,39,24,0.362790697674419,0,1.201,215,"Yes","No",6,61.8692935190233,"No","NT",0.173,0.432,-0.259
"C9J6K1",0.74036,0.96071,0.96071,1.02289,1,1,2,10,31,30,0.414141414141414,0.313131313131313,1.287,198,"Yes","No",2,83.0706726380606,"No","No",0.147,0.376,-0.229
"C9JR72",0.786,0.94295,0.94295,1.36509,1,1,3,25,46,25,0.445414847161572,0.0458515283842794,1.439,458,"Yes","No",61,50.2236362582751,"Yes","No",0.963,0.869,0.094
"C9JRZ8",0.92635,0.72491,0.92635,0.92635,1,1,3,13,61,28,0.60126582278481,0.174050632911392,1.249,316,"Yes","No",3,44.5929873546709,"No","No",0.228,0.545,-0.317
"D3W0D1",0.02464,0.60049,0.60049,0.62513,0,1,1,16,22,20,0,0.072463768115942,1.091,207,"Yes","No",3,80.4488208133333,"No","No",0.138,0.386,-0.248
"E5RIL1",0.67816,0.06333,0.67816,0.74149,1,0,1,15,47,27,0.32319391634981,0,1.199,263,"Yes","No",1,79.9970710909125,"No","NT",0.049,0.403,-0.354
"F2Z333",0.63004,0.68574,0.68574,1.04955,1,1,2,11,39,20,0.469026548672566,0.411504424778761,0.874,226,"Yes","No",0,83.8834671635841,"No","No",0.097,0.03,0.067
"F5H284",0.77643,1.57409,1.57409,1.77387,1,2,2,67,39,32,0.603658536585366,0.231707317073171,1.748,164,"Yes","No",0,47.7001939949146,"No","NT",0.036,0.512,-0.476
"F8VTS6",0.76617,0.93358,0.93358,1.10561,1,1,2,20,55,31,0.54006968641115,0.128919860627178,1.312,287,"Yes","No",1,61.5762763774564,"No","NT",0.045,0.211,-0.166
"H0Y354",0.87873,0.66709,0.87873,0.93496,3,3,3,3,37,31,0.0939597315436241,0.308724832214765,0.969,149,"Yes","Yes",0,74.6466087711409,"No","NT",0.037,0.043,-0.006
"H3BPM6",0.8269,0.93104,0.93104,0.94002,1,1,3,35,40,24,0.269058295964126,0.506726457399103,1.191,223,"Yes","No",5,63.9354204267265,"No","No",0.224,0.298,-0.074
"I1YAP6",0.65652,0.82615,0.82615,0.89666,1,1,4,16,50,30,0.791111111111111,0.0933333333333333,1.187,450,"Yes","No",2,75.7225835381911,"No","No",0.049,0.568,-0.519
"K9M1U5",0.95802,0.03225,0.95802,0.99027,1,0,1,15,35,9,0.474860335195531,0,1.259,179,"Yes","Yes",0,79.6834161446145,"Yes","NT",0.774,0.081,0.693
"M5A8F1",0.05184,0.74257,0.74257,0.79441,0,1,1,6,27,22,0,0.30625,1.031,160,"Yes","No",2,91.0559068214375,"No","No",0.103,0.12,-0.017
"O00115",0.76695,0.93856,0.93856,1.51593,3,3,6,14,68,67,0.775,0.1,1.279,360,"Yes","No",7,46.0521549229889,"Yes","No",0.819,0.502,0.317
"O00116",1.44419,1.59432,1.59432,2.25433,1,2,10,61,118,48,0.803951367781155,0.610942249240122,2.182,658,"Yes","No",5,52.955431694614,"Yes","No",0.83,0.47,0.36
"O00139",0.80221,0.94257,0.94257,1.08904,1,1,6,38,91,32,0.694050991501416,0.604815864022663,1.38,706,"Yes","No",37,71.3865501598017,"Yes","No",0.969,0.898,0.071
"O00141",0.9859,0.85911,0.9859,1.02543,3,1,2,27,56,34,0.236658932714617,0.593967517401392,1.504,431,"Yes","No",2,61.0334819347007,"Yes","No",0.773,0.133,0.64
"O00142",0.74703,0.6459,0.74703,0.88598,1,1,4,19,59,32,0.686792452830189,0.49811320754717,1.217,265,"Yes","No",29,69.1644368277359,"Yes","No",0.954,0.951,0.003
"O00144",0.14798,0.71038,0.71038,0.85836,0,1,1,1,69,17,0,0.489001692047377,1.017,591,"Yes","No",1,66.8571149602234,"No","No",0.178,0.054,0.124
"O00148",0.88544,1.19755,1.19755,2.01938,1,3,5,23,109,67,0.681498829039813,0.201405152224824,1.386,427,"Yes","No",1,55.9223038063747,"No","No",0.129,0.222,-0.093
"O00154",0.00955,0.72548,0.72548,0.73503,0,3,1,24,62,38,0,0.139473684210526,0.962,380,"Yes","No",1,65.1962672766842,"No","No",0.154,0.182,-0.028
"O00159",0.95195,0.814,0.95195,1.2321,1,1,8,39,104,34,0.910630291627469,0.41486359360301,1.244,1063,"Yes","No",18,56.1242376712662,"Yes","No",0.913,0.928,-0.015
"O00160",0.97334,0.80491,0.97334,1.45375,1,1,11,30,108,33,0.95264116575592,0.650273224043716,1.208,1098,"Yes","No",19,59.0060160669035,"Yes","No",0.921,0.861,0.0600000000000001
"O00161",0.08844,0.62228,0.62228,0.71072,0,1,1,4,39,7,0,0.199052132701422,0.678,211,"Yes","No",0,80.7082073962085,"No","No",0.105,0.079,0.026
"O00170",0.76102,0.65327,0.76102,1.11706,1,1,2,9,51,28,0.109090909090909,0.548484848484848,1.052,330,"Yes","No",5,62.0055942524242,"Yes","No",0.815,0.089,0.726
"O00175",0.13828,0.65645,0.65645,0.79473,0,1,1,11,17,14,0,0.378151260504202,0.98,119,"Yes","No",1,92.0300374588235,"Yes","No",0.73,0.218,0.512
"O00178",0.90868,0.84663,0.90868,0.94949,1,1,7,28,55,30,0.73542600896861,0.780269058295964,1.286,669,"Yes","No",0,64.6890429442631,"No","No",0.146,0.297,-0.151
"O00180",0.32222,0.73935,0.73935,1.06157,0,1,1,24,39,18,0,0.229166666666667,1.099,336,"Yes","No",1,82.1876280446905,"No","No",0.148,0.025,0.123
"O00182",0.95589,0.85147,0.95589,1.05814,1,1,2,4,77,27,0.0929577464788732,0.625352112676056,1.157,355,"Yes","No",7,62.3668757322423,"No","No",0.255,0.404,-0.149
"O00186",0.98837,1.00625,1.00625,1.06001,1,1,4,26,98,29,0.408783783783784,0.0506756756756756,1.484,592,"Yes","No",3,54.487495558473,"No","No",0.161,0.115,0.046
"O00187",0.71007,0.83424,0.83424,1.43627,1,1,10,17,92,42,0.836734693877551,0.810495626822157,1.492,686,"Yes","No",18,56.3813261588717,"Yes","No",0.938,0.815,0.123
"O00189",0.70824,0.0349,0.70824,0.74314,1,0,1,2,55,25,0.503311258278146,0,0.941,453,"Yes","No",8,58.5763209214614,"Yes","No",0.862,0.424,0.438
"O00194",0.6057,0.05579,0.6057,0.66149,1,0,1,26,43,26,0.055045871559633,0,1.24,218,"Yes","No",1,65.6354424896789,"Yes","No",0.729,0.076,0.653
"O00203",0.82682,0.65688,0.82682,0.89402,1,3,4,22,48,39,0.23400365630713,0.130712979890311,1.023,1094,"Yes","No",9,72.1854383383437,"Yes","No",0.891,0.447,0.444
"O00204",0.72238,0.90985,0.90985,0.91229,1,1,3,45,71,29,0.397260273972603,0.668493150684932,1.262,365,"Yes","No",16,61.4668823767288,"Yes","No",0.944,0.929,0.0149999999999999
"O00206",0.67617,0.10074,0.67617,0.77691,1,0,1,33,35,28,0.805721096543504,0,1.174,839,"Yes","No",14,54.9347222221406,"Yes","No",0.936,0.806,0.13
"O00212",0.64903,0.2182,0.64903,0.86723,1,0,1,26,51,26,0.1,0,1.241,210,"Yes","No",1,59.7426533683619,"No","No",0.048,0.162,-0.114
"O00214",0.71186,0.8348,0.8348,0.8348,1,1,3,11,57,23,0.643533123028391,0.526813880126183,1.521,317,"Yes","No",5,53.4573155643912,"No","No",0.118,0,0.118
"O00217",0.69193,0.2287,0.69193,0.92063,1,0,1,22,31,25,0.461904761904762,0,1.174,210,"Yes","No",12,81.2541270605714,"Yes","No",0.965,0.991,-0.026
"O00219",1.012,0.89165,1.012,1.90365,1,1,5,59,70,49,0.435804701627486,0.665461121157324,1.389,553,"Yes","No",3,47.8546317974792,"No","No",0.095,0.302,-0.207
"O00222",0.87555,0.9221,0.9221,1.74463,1,1,5,80,92,46,0.240088105726872,0.889867841409692,1.428,908,"Yes","No",10,58.8129972029648,"Yes","No",0.889,0.757,0.132
"O00237",0.95478,0.90546,0.95478,1.78956,1,1,7,41,66,55,0.484671532846715,0.778102189781022,1.208,685,"Yes","No",0,76.6596866227241,"No","No",0.126,0.148,-0.022
"O00238",0.88867,0.71343,0.88867,0.89768,1,1,2,21,49,30,0.105577689243028,0.446215139442231,1.014,502,"Yes","No",33,66.1157095393825,"Yes","No",0.986,0.959,0.027
"O00241",0.66546,0.74248,0.74248,0.89063,1,1,2,3,31,21,0.170854271356784,0.736180904522613,0.833,398,"Yes","No",11,70.342773561809,"Yes","No",0.925,0.918,0.00700000000000001
"O00254",0.10356,0.65319,0.65319,0.75675,0,1,1,1,67,24,0,0.339572192513369,0.834,374,"Yes","No",2,64.0732329303476,"No","No",0.12,0.456,-0.336
"O00255",1.05365,0.86882,1.05365,1.20977,1,1,3,23,74,29,0.0672131147540983,0.870491803278688,1.314,615,"Yes","No",133,63.0234883119024,"Yes","No",0.965,0.978,-0.013
"O00273",0.69501,0.00176,0.69501,0.69677,1,0,1,1,17,22,0.066465256797583,0,0.724,331,"Yes","No",6,82.680736486574,"No","No",0.197,0.666,-0.469
"O00291",0.02442,0.70449,0.70449,0.72891,0,1,1,8,46,15,0,0.324011571841851,0.916,1037,"Yes","No",9,75.0018297043356,"No","No",0.195,0.422,-0.227
"O00292",0.74314,1.14778,1.14778,1.17061,1,2,4,57,66,29,0.390710382513661,0.456284153005464,1.447,366,"Yes","No",8,68.8120618261749,"Yes","No",0.862,0.665,0.197
"O00299",0.62407,0.12697,0.62407,0.75104,1,0,1,62,35,23,0.0373443983402489,0,1.035,241,"Yes","No",1,54.7688745291535,"Yes","No",0.781,0.092,0.689
"O00300",0.98211,0.09547,0.98211,1.07758,1,0,2,4,52,20,0.496259351620948,0,1.071,401,"Yes","No",6,67.6364827303491,"Yes","No",0.755,0.688,0.0670000000000001
"O00303",0.69925,0.03913,0.69925,0.73838,1,0,1,3,19,19,0.338935574229692,0,1.036,357,"Yes","No",10,86.3386909584314,"Yes","Yes",0.891,0.435,0.456
"O00305",1.05648,1.04657,1.05648,1.07969,1,3,6,34,70,40,0.501923076923077,0.713461538461538,1.242,520,"Yes","No",2,91.0873447053654,"Yes","No",0.767,0.006,0.761
"O00308",0.74893,0.87886,0.87886,0.90809,1,1,5,8,85,23,0.720689655172414,0.914942528735632,0.915,870,"Yes","No",1,70.6621394896966,"Yes","No",0.74,0.079,0.661
"O00311",0.6552,0.66125,0.66125,0.81845,1,1,2,6,47,28,0.749128919860627,0.768292682926829,0.989,574,"Yes","No",2,85.3469949014042,"No","Yes",0.163,0.313,-0.15
"O00329",0.73203,0.75281,0.75281,1.19809,1,1,10,11,121,28,0.853448275862069,0.737547892720307,1.311,1044,"Yes","No",20,49.8658021466398,"Yes","No",0.898,0.922,-0.024
"O00330",0.81927,0.60244,0.81927,0.95226,1,1,2,1,42,23,0.694610778443114,0.0678642714570858,1.055,501,"Yes","No",12,80.3949838083074,"Yes","No",0.889,0.807,0.082
"O00337",0.618,0.22807,0.618,0.84607,1,0,1,11,99,16,0.4884437596302,0,0.913,649,"Yes","No",10,66.0740015616333,"Yes","No",0.89,0.829,0.0610000000000001
"O00338",0.80005,0.61509,0.80005,0.81445,1,1,3,40,78,33,0.435810810810811,0.641891891891892,1.24,296,"Yes","No",6,48.2910821271284,"No","No",0.209,0.521,-0.312
"O00339",0.76053,0.10447,0.76053,0.86216,1,0,2,26,46,30,0.686192468619247,0,1.099,956,"Yes","No",5,73.7212991639331,"No","No",0.15,0.442,-0.292
"O00341",1.02428,0.85393,1.02428,1.8256,1,5,3,116,117,54,0.125,0.208928571428571,1.71,560,"Yes","No",4,63.8304526077821,"No","No",0.193,0.335,-0.142
"O00391",1.32745,0.93784,1.32745,1.80757,2,1,6,50,84,59,0.409638554216867,0.870147255689424,1.605,747,"Yes","No",8,73.5933222775502,"No","No",0.192,0.731,-0.539
"O00400",0.92129,0.97322,0.97322,1.89451,2,1,7,102,97,32,0.581056466302368,0.655737704918033,1.74,549,"Yes","No",7,61.4701510511658,"Yes","No",0.825,0.562,0.263
"O00408",0.65823,0.62716,0.65823,0.83894,1,1,2,2,82,23,0.747077577045696,0.151965993623804,0.9,941,"Yes","No",7,60.2122871811647,"Yes","No",0.819,0.488,0.331
"O00411",0.93577,1.39892,1.39892,2.33469,1,1,11,22,176,29,0.75609756097561,0.789430894308943,1.923,1230,"Yes","No",34,56.7139638630179,"Yes","Yes",0.96,0.933,0.0269999999999999
"O00418",0.83812,0.80706,0.83812,1.61059,1,1,3,19,63,51,0.431724137931034,0.686896551724138,1.049,725,"Yes","No",4,74.9496967165517,"No","No",0.184,0.166,0.018
"O00422",0.78736,1.01288,1.01288,1.75327,1,1,2,18,44,30,0.601307189542484,0.130718954248366,1.262,153,"Yes","No",0,77.4395637898039,"No","Yes",0.133,0.088,0.045
"O00423",0.73818,0.66048,0.73818,0.81454,1,3,3,5,62,36,0.67361963190184,0.0319018404907975,1.002,815,"Yes","No",7,57.5183663490086,"Yes","No",0.831,0.426,0.405
"O00425",0.89771,0.79246,0.89771,1.51256,1,1,4,7,68,37,0.490500863557858,0.789291882556131,1.047,579,"Yes","No",0,72.2349808273679,"Yes","No",0.763,0.263,0.5
"O00429",0.98669,0.91689,0.98669,1.15951,1,1,3,36,49,24,0.0883152173913043,0.816576086956522,1.621,736,"Yes","No",33,67.9046509269158,"Yes","No",0.975,0.912,0.0629999999999999
"O00442",0.67922,0.69872,0.69872,1.00885,1,1,3,32,78,25,0.532786885245902,0.0382513661202185,0.89,366,"Yes","No",2,43.3088780357158,"No","No",0.134,0.509,-0.375
"O00443",1.62217,0.89014,1.62217,1.64876,3,1,13,12,118,41,0.945432977461447,0.711150652431791,1.729,1686,"Yes","No",23,69.0648079780498,"Yes","No",0.936,0.688,0.248
"O00445",0.6972,0.74018,0.74018,0.77662,1,1,3,20,57,28,0.717616580310881,0.0336787564766839,0.99,386,"Yes","No",0,70.0135146821658,"No","No",0.079,0.335,-0.256
"O00451",0.08961,0.83208,0.83208,0.88928,0,3,2,11,72,39,0,0.34051724137931,0.972,464,"Yes","No",3,77.8596715778017,"No","No",0.15,0.665,-0.515
"O00459",0.77642,0.98997,0.98997,1.07219,1,1,3,7,29,19,0.0096153846153846,0.90521978021978,1.312,728,"Yes","No",49,66.9176031548709,"Yes","No",0.944,0.862,0.082
"O00462",0.86642,0.85064,0.86642,1.71706,1,1,7,61,152,52,0.814562002275313,0.533560864618885,1.545,879,"Yes","No",15,40.0144577654175,"Yes","No",0.921,0.682,0.239
"O00469",0.91887,0.73155,0.91887,1.60876,1,1,6,56,69,49,0.934871099050204,0.66078697421981,1.654,737,"Yes","Yes",12,49.128344951753,"Yes","No",0.91,0.57,0.34
"O00476",0.81947,0.73347,0.81947,1.43361,1,1,4,71,78,32,0.533333333333333,0.219047619047619,1.648,420,"Yes","No",5,62.4128315876333,"Yes","No",0.751,0.299,0.452
"O00478",0.76845,0.92109,0.92109,0.93211,1,1,3,24,51,27,0.683219178082192,0.811643835616438,1.279,584,"Yes","No",2,71.1513215363527,"No","No",0.127,0.12,0.00700000000000001
"O00481",0.77441,0.65017,0.77441,0.77441,1,1,3,25,58,29,0.777777777777778,0.785575048732943,1.223,513,"Yes","No",7,62.2700943303236,"No","No",0.179,0.384,-0.205
"O00482",0.08305,0.68506,0.68506,0.76811,0,1,1,5,30,18,0,0.743068391866913,0.913,541,"Yes","No",3,84.1232854403623,"Yes","No",0.835,0.08,0.755
"O00487",0.70979,0.75835,0.75835,0.99754,1,1,2,7,44,22,0.183870967741935,0.351612903225806,0.994,310,"Yes","No",0,72.6893665020645,"No","Yes",0.104,0.291,-0.187
"O00506",0.02123,0.75662,0.75662,0.77785,0,1,1,5,32,25,0,0.779342723004695,1.122,426,"Yes","No",1,69.9770263550469,"No","No",0.078,0.22,-0.142
"O00507",0.83753,0.92225,0.92225,1.02469,1,1,9,54,70,29,0.876712328767123,0.23679060665362,1.366,2555,"Yes","No",4,58.1968830388031,"Yes","No",0.788,0.383,0.405
"O00519",1.12271,1.09311,1.12271,2.00011,1,5,13,66,157,90,0.818652849740933,0.687392055267703,1.751,579,"Yes","No",6,42.0551538267116,"Yes","No",0.787,0.13,0.657
"O00522",0.75572,0.7391,0.75572,0.86589,1,1,3,14,51,28,0.629076086956522,0.849184782608696,1.353,736,"Yes","No",19,62.2577900319266,"Yes","No",0.946,0.529,0.417
"O00533",0.69623,0.10895,0.69623,0.80518,1,0,4,6,42,25,0.788079470198676,0,0.984,1208,"Yes","No",24,68.7098479412086,"Yes","No",0.93,0.749,0.181
"O00534",0.81284,1.11697,1.11697,1.78717,5,3,10,144,155,78,0.559796437659033,0.368956743002544,1.95,786,"Yes","No",9,51.4429164552595,"No","No",0.27,0.532,-0.262
"O00541",0.89589,0.71537,0.89589,0.93822,3,1,5,35,68,53,0.564625850340136,0.891156462585034,1.141,588,"Yes","No",3,77.9152573686905,"Yes","Yes",0.799,0.706,0.0930000000000001
"O00548",0.76513,0.67561,0.76513,1.41526,1,1,2,15,55,35,0.0802213001383125,0.757952973720609,1.056,723,"Yes","No",27,82.9970623410235,"Yes","No",0.977,0.905,0.072
"O00560",0.78855,0.79921,0.79921,0.87938,1,1,3,12,38,28,0.798657718120805,0.365771812080537,1.247,298,"Yes","No",2,67.0483331091342,"No","No",0.085,0.299,-0.214
"O00571",0.7736,0.97174,0.97174,1.47944,1,3,7,11,121,44,0.673716012084592,0.693353474320242,1.189,662,"Yes","No",113,75.783168331997,"Yes","No",0.954,0.956,-0.002
"O00584",0.94834,1.09624,1.09624,1.47019,1,1,4,36,47,26,0.71484375,0.5390625,1.497,256,"Yes","No",9,64.6307659279297,"Yes","No",0.886,0.82,0.0660000000000001
"O00585",0.09715,0.62321,0.62321,0.72036,0,1,1,8,21,13,0,0.440298507462687,1.007,134,"Yes","No",1,101.169200105522,"Yes","No",0.726,0.208,0.518
"O00587",0.84654,0.70545,0.84654,0.99632,1,1,3,31,51,33,0.520249221183801,0.26791277258567,1.205,321,"Yes","No",1,61.9502135235514,"No","No",0.058,0.168,-0.11
"O00591",0.17164,0.80045,0.80045,0.92297,0,1,2,4,61,25,0,0.643181818181818,0.938,440,"Yes","No",5,72.300705717,"Yes","No",0.887,0.933,-0.046
"O00602",0.77361,0.64886,0.77361,0.87317,1,1,2,2,48,22,0.619631901840491,0.0337423312883435,1.035,326,"Yes","No",0,69.7790306290368,"No","No",0.061,0.133,-0.072
"O00623",0.85405,0.01343,0.85405,0.86748,1,0,1,3,41,24,0.250696378830083,0,0.986,359,"Yes","No",6,77.1147437371588,"Yes","No",0.749,0.603,0.146
"O00624",0.98122,0.83227,0.98122,1.81349,1,1,4,88,75,30,0.0683371298405467,0.642369020501139,1.478,439,"Yes","No",2,57.4969980969294,"No","No",0.106,0.066,0.04
"O00625",1.04498,1.8254,1.8254,1.8254,1,3,5,84,61,40,0.693103448275862,0.175862068965517,2.336,290,"Yes","No",4,43.8768910771724,"No","No",0.123,0.448,-0.325
"O00626",0.03367,0.70772,0.70772,0.74139,0,1,1,1,23,16,0,0.182795698924731,0.883,93,"Yes","No",2,87.4571510350538,"Yes","No",0.798,0.545,0.253
"O00628",0.81435,0.21598,0.81435,1.03033,3,0,2,8,40,40,0.0681114551083591,0,0.918,323,"Yes","No",13,41.7095199549288,"Yes","No",0.91,0.616,0.294
"O00634",0.9733,0.04689,0.9733,1.02019,1,0,2,8,61,24,0.801724137931034,0,1.407,580,"Yes","Yes",1,62.3787575842931,"No","No",0.126,0.104,0.022
"O00635",0.77145,0.74807,0.77145,0.81787,1,1,3,18,58,32,0.754838709677419,0.0387096774193548,1.285,465,"Yes","No",2,71.5798450621505,"No","No",0.049,0.334,-0.285
"O00743",1.0656,1.03323,1.0656,1.11154,1,3,7,32,72,43,0.645901639344262,0.649180327868852,1.506,305,"Yes","No",0,43.7805794628066,"Yes","No",0.739,0.365,0.374
"O00744",0.01662,0.74767,0.74767,0.76429,0,1,1,1,49,22,0,0.208226221079691,0.859,389,"Yes","No",14,73.2632714735219,"Yes","No",0.925,0.962,-0.0369999999999999
"O00746",1.1619,0.98356,1.1619,1.54036,1,1,2,35,46,26,0.229946524064171,0.406417112299465,1.495,187,"Yes","No",1,73.9312726082888,"No","No",0.061,0.205,-0.144
"O00748",0.99811,0.88927,0.99811,1.71759,1,1,7,59,99,44,0.610017889087657,0.692307692307692,1.281,559,"Yes","No",2,45.6142166279284,"No","No",0.156,0.727,-0.571
"O00750",0.71499,0.73956,0.73956,1.12649,3,2,11,19,112,44,0.942472460220318,0.719094247246022,1.558,1634,"Yes","No",21,64.9349028470171,"No","No",0.293,0.89,-0.597
"O00754",2.07448,1.20699,2.07448,2.85546,4,7,16,222,221,114,0.736894164193867,0.687438180019782,2.303,1011,"Yes","No",41,42.4246968572483,"Yes","No",0.916,0.927,-0.011
"O00755",0.00507,0.7628,0.7628,0.76787,0,1,1,11,51,24,0,0.232091690544413,1.017,349,"Yes","No",7,63.6258122918281,"Yes","No",0.91,0.366,0.544
"O00757",0.72324,0.64208,0.72324,0.78559,1,1,2,26,84,23,0.616519174041298,0.233038348082596,1.299,339,"Yes","No",4,47.8491882016401,"Yes","No",0.802,0.623,0.179
"O00763",1.07122,0.84056,1.07122,1.87483,3,1,13,92,90,53,0.710740439381611,0.801057770545159,1.623,2458,"Yes","No",34,58.5569163583369,"Yes","No",0.942,0.942,0
"O00764",0.61895,0.02092,0.61895,0.63987,1,0,1,31,40,20,0.0384615384615384,0,1.17,312,"Yes","No",5,48.7410591625962,"Yes","No",0.865,0.225,0.64
"O00767",0.8245,0.82146,0.8245,0.95151,1,3,3,27,92,57,0.403899721448468,0.298050139275766,1.292,359,"Yes","No",3,58.4112545669081,"Yes","Yes",0.73,0.386,0.344
"O14520",0.51367,0.71319,0.71319,1.22686,0,1,1,25,65,24,0,0.330409356725146,1.041,342,"Yes","No",7,70.8757921842105,"Yes","Yes",0.879,0.51,0.369
"O14522",0.68831,1.07052,1.07052,1.09014,1,1,6,60,62,28,0.882720333102012,0.885496183206107,1.371,1441,"Yes","Yes",14,57.8790639420375,"Yes","No",0.907,0.657,0.25
"O14530",0.73563,0.74188,0.74188,0.83705,1,1,2,34,43,34,0.415929203539823,0.446902654867257,1.158,226,"Yes","No",1,79.7406641211947,"No","No",0.066,0.186,-0.12
"O14531",0.98161,0.85353,0.98161,1.76998,1,1,7,64,73,44,0.487762237762238,0.463286713286713,1.432,572,"Yes","No",2,53.0918558941888,"No","No",0.241,0.415,-0.174
"O14556",0.93947,0.52917,0.93947,1.34525,1,0,2,26,70,23,0.257352941176471,0,1.151,408,"Yes","No",2,62.0728533707745,"Yes","No",0.714,0.259,0.455
"O14576",0.72159,0.82487,0.82487,0.82758,1,1,2,4,53,21,0.452713178294574,0.0961240310077519,1.002,645,"Yes","No",3,79.3396533502015,"No","No",0.164,0.307,-0.143
"O14595",0.76076,0.06352,0.76076,0.82428,1,0,1,36,48,30,0.380073800738007,0,1.203,271,"Yes","No",0,73.9950485992251,"No","No",0.055,0.13,-0.075
"O14602",0.60203,0.61217,0.61217,0.80505,1,1,2,3,30,27,0.243055555555555,0.381944444444444,0.843,144,"Yes","No",0,89.2214499821667,"No","No",0.21,0.029,0.181
"O14617",0.16932,0.88837,0.88837,1.04982,0,3,3,18,74,35,0,0.128360797918473,1.17,1153,"Yes","No",13,72.5517527137554,"Yes","No",0.896,0.587,0.309
"O14618",0.82129,0.79713,0.82129,0.88242,1,1,1,3,33,28,0.0437956204379562,0.802919708029197,1.423,274,"Yes","Yes",0,54.9420421186496,"Yes","No",0.732,0.126,0.606
"O14625",0.04034,0.62326,0.62326,0.6636,0,1,1,8,20,14,0,0.212765957446809,0.946,94,"Yes","No",0,92.5098615512766,"Yes","No",0.845,0.388,0.457
"O14638",1.72013,0.78796,1.72013,2.06714,2,3,7,187,136,82,0.857142857142857,0.449142857142857,2.134,875,"Yes","Yes",7,44.8118678747726,"No","No",0.21,0.358,-0.148
"O14645",0,0.77161,0.77161,0.77161,0,1,1,3,25,18,0,0.65891472868217,1.001,258,"Yes","No",3,91.8469396821705,"Yes","No",0.798,0.219,0.579
