"gene","Delta_2RF","euclidean_dist","Gn","Gc","Gmax","Gsum","N_term_thread","C_term_thread","ENT.ID","num_zipper_nc","num_loop_contacting_res","num_cross_nearest_neighbors","min_N_prot_depth_left","min_C_prot_depth_right","Travatos_G","Length","Entanglement","Cov_Entanglement","Total_Mutations_n","mean_SASA","disease","Essential","gene_ctrl","Gn_ctrl","Gc_ctrl","Gmax_ctrl","Gsum_ctrl","N_term_thread_ctrl","C_term_thread_ctrl","ENT.ID_ctrl","num_zipper_nc_ctrl","num_loop_contacting_res_ctrl","num_cross_nearest_neighbors_ctrl","min_N_prot_depth_left_ctrl","min_C_prot_depth_right_ctrl","Travatos_G_ctrl","Length_ctrl","Entanglement_ctrl","Cov_Entanglement_ctrl","Total_Mutations_n_ctrl","mean_SASA_ctrl","disease_ctrl","Essential_ctrl"
"P00325",0.721,0.364355121434607,1.03383,0.82437,1.03383,1.8582,3,1,5,26,100,44,0.522666666666667,0.621333333333333,1.276,375,"Yes","No",5,41.9425495199147,"Yes","No","Q9UJ70",0,0,0,0,0,0,0,0,0,0,0,0,0,344,"No","No",1,47.0742741747907,"No","No"
"O75044",0.72,0.435975338849655,0.38443,0.90867,0.90867,1.2931,0,1,3,13,64,21,0,0.476190476190476,0.997,1071,"Yes","No",1,88.0573144413165,"Yes","No","A8MQ14",0,0,0,0,0,0,0,0,0,0,0,0,0,1090,"No","No",7,82.3567733732018,"No","No"
"O75037",0.72,0.93715145326993,1.23181,0.66021,1.23181,1.41679,1,1,5,39,67,27,0.802076970067196,0.0164935858277336,1.338,1637,"Yes","No",7,79.7777722437446,"Yes","No","Q9BZF9",0,0,0,0,0,0,0,0,0,0,0,0,0,1416,"No","No",15,89.9541223320127,"No","No"
"P15169",0.72,0.0787566211585528,0.98965,0.89589,0.98965,1.62565,1,1,4,56,113,58,0.486899563318777,0.331877729257642,1.353,458,"Yes","Yes",5,55.1727289459651,"Yes","No","Q8N4B4",0,0,0,0,0,0,0,0,0,0,0,0,0,442,"No","No",4,54.3874313183258,"No","No"
"Q96CG8",0.719,0.0544987529411713,0.89639,0.06078,0.89639,0.95717,1,0,1,7,46,18,0.5967078,0,1,243,"Yes","No",1,83.3351900155556,"Yes","No","P52823",0,0,0,0,0,0,0,0,0,0,0,0,0,247,"No","No",1,82.4376355553036,"No","No"
"Q9Y496",0.718,0.132414822161537,0.80572,0.24393,0.80572,1.04965,7,0,4,38,81,61,0.211731,0,1.33,699,"Yes","No",1,75.6990134185951,"Yes","No","Q8IUZ0",0,0,0,0,0,0,0,0,0,0,0,0,0,686,"No","No",0,73.6941418149534,"No","No"
"A8MXV4",0.717,0.0807654092112872,1.00318,1.07904,1.07904,1.65401,3,1,5,22,96,56,0.122666666666667,0.496,1.973,375,"Yes","No",5,50.22436478504,"Yes","No","Q8NA75",0,0,0,0,0,0,0,0,0,0,0,0,0,395,"No","No",4,50.8464806430278,"No","No"
"P07711",0.716,0.137563236010427,0.8287,1.54041,1.54041,1.7471,1,3,3,39,57,43,0.744744744744745,0.015015015015015,2.829,333,"Yes","Yes",3,50.8497826986667,"Yes","No","Q5VT79",0,0,0,0,0,0,0,0,0,0,0,0,0,327,"No","No",1,49.1183247826911,"No","No"
"Q9Y6N5",0.716,0.0863388929974484,0.95038,0.6899,0.95038,0.99837,1,1,5,29,96,32,0.5133333,0.3488889,1.193,450,"Yes","No",3,50.5945816546711,"Yes","No","Q08AI8",0,0,0,0,0,0,0,0,0,0,0,0,0,447,"No","No",4,51.8278068211857,"No","No"
"P52564",0.715,0.0715940606220435,0.13395,0.70187,0.70187,0.83582,0,1,1,2,36,27,0,0.6167665,1.156,334,"Yes","No",0,59.0596920154491,"Yes","No","Q8WXK4",0,0,0,0,0,0,0,0,0,0,0,0,0,309,"No","No",0,58.8127078972816,"No","No"
"Q16555",0.715,0.075759811318003,0.98106,0.85267,0.98106,1.77029,1,1,7,63,76,42,0.4877622,0.4632867,1.425,572,"Yes","No",4,53.275958601486,"Yes","No","P43652",0,0,0,0,0,0,0,0,0,0,0,0,0,599,"No","No",4,53.2173151986144,"No","No"
"Q6UX04",0.714,0.0848334100871181,0.74245,1.61128,1.61128,1.83084,1,2,2,70,40,40,0.2118644,0.7288136,1.755,472,"Yes","No",3,95.0515187442373,"Yes","No","Q96DY2",0,0,0,0,0,0,0,0,0,0,0,0,0,449,"No","No",2,95.5907577339866,"No","No"
"O95750",0.713,0.0614579414305932,0.74488,0.70354,0.74488,0.98415,1,1,3,13,30,22,0.467592592592593,0.240740740740741,1.11,216,"Yes","No",1,80.0966105231018,"Yes","No","Q96MN5",0,0,0,0,0,0,0,0,0,0,0,0,0,208,"No","No",0,79.4991531405288,"No","No"
"Q92777",0.713,0.0575861298318151,0.86027,0.7629,0.86027,0.88142,1,1,4,25,53,27,0.5395189,0.4776632,1.322,582,"Yes","No",5,85.330261777543,"Yes","No","A6NK75",0,0,0,0,0,0,0,0,0,0,0,0,0,572,"No","No",4,85.7127633369231,"No","No"
"P09668",0.713,0.168764550486182,0.7493,2.00944,2.00944,2.1013,1,3,5,57,67,50,0.752238805970149,0.0388059701492537,3.102,335,"Yes","Yes",5,50.9180523596896,"Yes","No","Q9UJ72",0,0,0,0,0,0,0,0,0,0,0,0,0,324,"No","No",5,48.1256729969136,"No","No"
"P15248",0.713,0.012719400170328,0.60289,0.06972,0.60289,0.67261,1,0,1,1,34,15,0.402777777777778,0,0.875,144,"Yes","No",1,65.0228233772222,"Yes","No","Q96KX0",0,0,0,0,0,0,0,0,0,0,0,0,0,146,"No","No",1,65.2149696586986,"No","No"
"Q03181",0.713,0.081565406967298,0.12111,0.68454,0.68454,0.80565,0,1,1,5,23,16,0,0.7142857,1.046,441,"Yes","No",1,71.8988946502404,"Yes","No","Q92791",0,0,0,0,0,0,0,0,0,0,0,0,0,437,"No","No",1,70.5392401360092,"No","No"
"P02746",0.712,0.0482647836491779,0.88415,0.12621,0.88415,1.01036,1,0,1,4,42,17,0.691699604743083,0,1.012,253,"Yes","No",0,86.4798504764269,"Yes","No","Q6PID6",0,0,0,0,0,0,0,0,0,0,0,0,0,262,"No","No",0,87.1723307893512,"No","No"
"P08754",0.712,0.318804929534874,0.62803,0.74135,0.74135,0.7738,1,1,2,20,45,22,0.104519774011299,0.502824858757062,1.238,354,"Yes","No",10,53.3198419728701,"Yes","No","Q96CD0",0,0,0,0,0,0,0,0,0,0,0,0,0,374,"No","No",7,48.5488583002193,"No","No"
"Q8WWY8",0.712,0.100788417889558,0.89011,1.02505,1.02505,1.61594,1,1,6,23,88,37,0.7450111,0.7716186,1.113,451,"Yes","No",5,51.8940430568204,"Yes","No","Q8IZ02",0,0,0,0,0,0,0,0,0,0,0,0,0,464,"No","No",6,53.2835135783879,"No","No"
"P11488",0.711,0.256287010828991,0.62999,0.73932,0.73932,0.77057,1,1,2,22,45,23,0.0942857142857142,0.505714285714286,1.245,350,"Yes","No",8,53.76511785096,"Yes","No","O15335",0,0,0,0,0,0,0,0,0,0,0,0,0,359,"No","No",3,55.8054439280947,"No","No"
"P35626",0.711,0.0661550546987716,0.94501,1.41413,1.41413,2.05503,1,1,6,47,100,33,0.8226744,0.6075581,1.58,688,"Yes","No",0,55.4129237023779,"Yes","No","Q9BSK4",0,0,0,0,0,0,0,0,0,0,0,0,0,669,"No","No",0,54.7524349915127,"No","No"
"Q96LT7",0.71,0.10300043819852,0.69738,0.64968,0.69738,1.34706,1,1,3,4,59,38,0.4864865,0.7713098,0.997,481,"Yes","No",3,53.9394969263825,"Yes","No","Q5VT98",0,0,0,0,0,0,0,0,0,0,0,0,0,475,"No","No",2,55.4738523981095,"No","No"
"P30622",0.71,0.329308920441733,0.96913,1.69791,1.69791,2.64523,1,1,5,10,42,20,0.361613351877608,0.920027816411683,2.304,1438,"Yes","No",12,98.5698665605216,"Yes","No","Q6TFL3",0,0,0,0,0,0,0,0,0,0,0,0,0,1326,"No","No",12,100.243689105819,"No","No"
"P26927",0.709,0.174597043729927,1.76056,1.94582,1.94582,1.97463,2,3,7,40,79,39,0.717299578059072,0.859353023909986,2.097,711,"Yes","Yes",0,55.5045326444866,"Yes","No","P0CG48",0,0,0,0,0,0,0,0,0,0,0,0,0,685,"No","No",0,58.1746677260876,"No","No"
"P62826",0.709,0.0740890939515476,0.63611,0.03369,0.63611,0.6698,1,0,1,41,32,27,0.05555556,0,1.327,216,"Yes","No",0,66.0035019541667,"Yes","Yes","Q99627",0,0,0,0,0,0,0,0,0,0,0,0,0,209,"No","No",0,67.2058483446507,"No","Yes"
"P55263",0.709,0.0773949511718423,1.15196,0.07024,1.15196,1.15196,3,0,2,47,76,52,0.08287293,0,1.236,362,"Yes","No",5,49.455643427326,"Yes","No","Q6P6B7",0,0,0,0,0,0,0,0,0,0,0,0,0,361,"No","No",4,48.3955087613573,"No","No"
"P19087",0.708,0.254971498178344,0.62943,0.02165,0.62943,0.65108,1,0,1,16,43,23,0.104519774011299,0,1.215,354,"Yes","No",8,54.5401526247175,"Yes","No","Q8IZ81",0,0,0,0,0,0,0,0,0,0,0,0,0,293,"No","No",4,55.5433574526962,"No","No"
"P32298",0.707,0.0984361093087824,0.92406,1.36207,1.36207,2.25364,1,1,3,36,96,26,0.3806228,0.5449827,1.465,578,"Yes","No",6,58.8810425320761,"Yes","No","A6NIV6",0,0,0,0,0,0,0,0,0,0,0,0,0,560,"No","No",5,57.6756378988357,"No","No"
"Q00535",0.707,0.0254697660124726,0.60064,0.76025,0.76025,0.92506,1,1,2,4,38,24,0.75,0.7294521,1.006,292,"Yes","No",0,51.7603786929452,"Yes","No","Q8N6D5",0,0,0,0,0,0,0,0,0,0,0,0,0,301,"No","No",0,51.8194742402658,"No","No"
"P13500",0.706,0.0484279929721909,0.13391,0.62691,0.62691,0.76082,0,1,1,6,23,14,0,0.242424242424242,0.95,99,"Yes","No",0,86.080138040404,"Yes","No","Q9HCY8",0,0,0,0,0,0,0,0,0,0,0,0,0,104,"No","No",0,85.3000052500961,"No","No"
"P01584",0.706,0.0183485528410401,0.78055,0.035,0.78055,0.81555,1,0,3,22,32,27,0.687732342007435,0,1.115,269,"Yes","No",0,85.5463132472862,"Yes","No","P17041",0,0,0,0,0,0,0,0,0,0,0,0,0,273,"No","No",0,85.7907519313553,"No","No"
"P55058",0.704,0.103335942039502,0.95793,0.66952,0.95793,1.09973,1,1,3,3,47,23,0.04056795,0.5273834,1.064,493,"Yes","No",6,56.1213589699797,"Yes","No","Q5VWM3",0,0,0,0,0,0,0,0,0,0,0,0,0,479,"No","No",4,56.6751193953653,"No","No"
"P13051",0.704,0.0713617047654388,0.87401,0.9601,0.9601,1.18752,1,1,2,58,74,26,0.479233226837061,0.332268370607029,1.307,313,"Yes","No",5,67.5684944979553,"Yes","No","Q96DC8",0,0,0,0,0,0,0,0,0,0,0,0,0,303,"No","No",6,66.7626370564026,"No","No"
"Q6PD74",0.704,0.0494236319602013,0.65773,0.03214,0.65773,0.68987,1,0,1,33,38,26,0.02539683,0,1.2,315,"Yes","No",5,74.862272678781,"Yes","No","Q7Z614",0,0,0,0,0,0,0,0,0,0,0,0,0,316,"No","No",4,74.5170029970886,"No","No"
"P20783",0.703,0.0687957051816146,0.10645,0.91371,0.91371,1.02016,0,1,1,22,36,17,0,0.0544747081712062,1.311,257,"Yes","No",1,96.3377958568093,"Yes","No","Q8WYH8",0,0,0,0,0,0,0,0,0,0,0,0,0,240,"No","No",0,96.6941560595417,"No","No"
"P53350",0.702,0.11029837122324,0.6172,0.80495,0.80495,0.92025,1,3,4,4,85,59,0.7363184,0.7860697,1.105,603,"Yes","No",0,59.6033485747761,"Yes","Yes","Q8WX92",0,0,0,0,0,0,0,0,0,0,0,0,0,580,"No","No",0,58.097189164269,"No","Yes"
"Q8NFA0",0.702,0.797352282439061,1.14312,1.3132,1.3132,1.97633,1,5,17,68,181,70,0.9451372,0.6502494,1.746,1604,"Yes","No",1,70.5641909590087,"Yes","No","Q8NDA2",0,0,0,0,0,0,0,0,0,0,0,0,0,1400,"No","No",4,61.4906165769543,"No","No"
"O95983",0.702,0.0392491495038162,0.12297,0.6914,0.6914,0.81437,0,1,1,8,17,18,0,0.264604810996564,0.946,291,"Yes","No",0,99.1484314368385,"Yes","No","Q9NPC3",0,0,0,0,0,0,0,0,0,0,0,0,0,277,"No","No",0,99.1352132438628,"No","No"
"P31146",0.702,0.0847819399894239,0.63357,0.74872,0.74872,0.74872,1,1,2,15,66,19,0.0867679,0.308026,1.383,461,"Yes","No",4,53.4173150132234,"Yes","No","Q96MD2",0,0,0,0,0,0,0,0,0,0,0,0,0,445,"No","No",3,54.3637678552494,"No","No"
"P11766",0.701,0.336593568909201,0.89466,0.76622,0.89466,1.01616,3,1,4,27,66,47,0.521390374331551,0.617647058823529,1.291,374,"Yes","No",1,43.4350944316791,"Yes","No","P30039",0,0,0,0,0,0,0,0,0,0,0,0,0,288,"No","No",3,47.0887337475208,"No","No"
"P49406",0.7,0.0470150623742974,0.91261,0.05514,0.91261,0.95641,3,0,3,17,56,34,0.4109589,0,1.027,292,"Yes","No",2,81.9856439280685,"Yes","No","A6NJI9",0,0,0,0,0,0,0,0,0,0,0,0,0,287,"No","No",3,81.9811177801951,"No","No"
"Q9Y4X5",0.7,0.0902269659175573,0.19073,0.63705,0.63705,0.82778,0,1,1,1,35,16,0,0.5709156,0.717,557,"Yes","No",0,71.5083650333214,"Yes","Yes","O43242",0,0,0,0,0,0,0,0,0,0,0,0,0,534,"No","No",1,72.2554914214157,"No","Yes"
"P07992",0.7,0.0320680613421409,0.79956,0.95551,0.95551,0.96298,1,1,2,23,26,20,0.343434343434343,0.579124579124579,1.086,297,"Yes","No",1,84.9845142253199,"Yes","No","Q9H8T0",0,0,0,0,0,0,0,0,0,0,0,0,0,292,"No","No",1,85.4699286534247,"No","No"
"Q8TB37",0.7,0.156566273200119,1.12442,1.04758,1.12442,1.3009,3,1,4,29,66,57,0.7492163,0.4326019,1.431,319,"Yes","No",6,62.7113486875611,"Yes","No","Q8N815",0,0,0,0,0,0,0,0,0,0,0,0,0,330,"No","No",3,63.9522684726848,"No","No"
"P58005",0.699,0.0785246657145295,0.6261,0.6019,0.6261,0.72795,1,3,2,27,129,56,0.2276423,0.02845528,1.294,492,"Yes","No",0,54.1609895765081,"Yes","No","Q9NVN3",0,0,0,0,0,0,0,0,0,0,0,0,0,520,"No","No",0,54.1177289842115,"No","No"
"A7E2Y1",0.698,3.00064911856138,0.9544,0.80074,0.9544,1.18105,1,1,10,30,116,28,0.262228946041351,0.902168431669188,1.274,1983,"Yes","No",0,81.3486583427927,"Yes","NT","B5ME19",0,0,0,0,0,0,0,0,0,0,0,0,0,914,"No","No",0,78.6473077694486,"No","NT"
"Q15717",0.698,0.087825280493308,0.82236,0.9531,0.9531,0.96534,1,1,4,4,31,25,0.7546012,0.5306748,1.06,326,"Yes","No",0,77.9565790257669,"Yes","No","Q68CL5",0,0,0,0,0,0,0,0,0,0,0,0,0,300,"No","No",0,77.1317278966,"No","No"
"Q92769",0.697,0.08926676991548,0.94611,0.70252,0.94611,1.41486,1,1,7,64,80,31,0.5389344,0.7684426,1.206,488,"Yes","No",0,60.3620814841885,"Yes","No","Q6PEZ8",0,0,0,0,0,0,0,0,0,0,0,0,0,512,"No","No",0,59.3745618614492,"No","No"
"Q13163",0.697,0.00280687273440229,0.68972,0.67983,0.68972,0.81632,1,1,3,3,43,25,0.1339286,0.4642857,1.14,448,"Yes","No",0,61.8206125314554,"Yes","No","Q96N11",0,0,0,0,0,0,0,0,0,0,0,0,0,449,"No","No",0,61.8181157906058,"No","No"
"Q8N8S7",0.696,0.115125379032629,0.72157,0.91835,0.91835,1.63992,1,1,2,3,35,25,0.02199662,0.8510998,0.929,591,"Yes","No",1,111.238900158318,"Yes","No","Q96A19",0,0,0,0,0,0,0,0,0,0,0,0,0,550,"No","No",1,111.354318521818,"No","No"
"Q8WWA0",0.696,0.150049614759917,1.03782,0.69518,1.03782,1.33324,1,1,3,16,59,28,0.4792332,0.571885,1.331,313,"Yes","No",3,50.1020106029776,"Yes","No","P13928",0,0,0,0,0,0,0,0,0,0,0,0,0,327,"No","No",0,49.2036325237187,"No","No"
"Q96AC1",0.695,0.0543279534947708,0.85268,1.1088,1.1088,1.96148,1,3,7,76,79,33,0.8455882,0.6029412,1.481,680,"Yes","No",0,59.9736409211794,"Yes","No","Q5VTQ0",0,0,0,0,0,0,0,0,0,0,0,0,0,682,"No","No",0,60.8830590971701,"No","No"
"P35354",0.694,0.0778900276987685,0.92099,1.09087,1.09087,1.51145,1,3,5,156,127,53,0.6241722,0.192053,1.608,604,"Yes","No",0,48.6271741864834,"Yes","No","Q92624",0,0,0,0,0,0,0,0,0,0,0,0,0,585,"No","No",1,49.214203953812,"No","No"
"P46926",0.694,0.0385988048603101,0.75715,0.89344,0.89344,1.1128,1,1,4,8,60,33,0.2422145,0.3460208,1.304,289,"Yes","No",0,50.7013350474948,"Yes","No","Q15404",0,0,0,0,0,0,0,0,0,0,0,0,0,277,"No","No",0,51.0199941919061,"No","No"
"K9M1U5",0.693,0.276617015615088,0.95802,0.03225,0.95802,0.99027,1,0,1,15,35,9,0.474860335195531,0,1.259,179,"Yes","Yes",0,79.6834161446145,"Yes","NT","Q7Z3S9",0,0,0,0,0,0,0,0,0,0,0,0,0,236,"No","No",0,75.8831673402966,"No","NT"
"Q3YBR2",0.693,0.0911368879012749,1.0706,0.90605,1.0706,1.1005,1,1,2,27,38,17,0.4111922,0.216545,1.322,411,"Yes","No",2,92.9753653995426,"Yes","No","Q9NX36",0,0,0,0,0,0,0,0,0,0,0,0,0,388,"No","No",2,94.0594918227835,"No","No"
"Q9Y664",0.693,0.194012578857777,0.84576,0.94866,0.94866,0.96288,3,1,3,14,43,39,0.0733945,0.1536697,1.141,436,"Yes","No",5,54.1516111759908,"Yes","No","Q5QJ74",0,0,0,0,0,0,0,0,0,0,0,0,0,424,"No","No",1,55.2534645244104,"No","No"
"P51452",0.693,0.0606202347650682,0.64331,0.72095,0.72095,0.81221,1,1,3,9,34,25,0.3405405,0.3459459,1.345,185,"Yes","No",0,51.2972270885946,"Yes","No","A6NGE7",0,0,0,0,0,0,0,0,0,0,0,0,0,173,"No","No",1,51.6844983010405,"No","No"
"Q96GM5",0.693,0.0990238691832509,0.85545,0.86932,0.86932,1.01833,1,1,3,2,47,23,0.5728155,0.2330097,1.031,515,"Yes","No",6,88.5544986894175,"Yes","No","P51786",0,0,0,0,0,0,0,0,0,0,0,0,0,506,"No","No",4,89.1161080518775,"No","No"
"Q9NYY1",0.692,0.0531762441238115,0.9093,0,0.9093,0.9093,1,0,1,15,48,22,0.4715909,0,1.292,176,"Yes","Yes",2,59.7515056198295,"Yes","No","Q96Q77",0,0,0,0,0,0,0,0,0,0,0,0,0,187,"No","No",2,60.480636294492,"No","No"
"Q9P104",0.692,0.0466265413687848,0.73799,0.67178,0.73799,1.23081,1,1,2,2,38,21,0.04901961,0.3137255,0.81,306,"Yes","No",1,83.3843739586471,"Yes","No","O14562",0,0,0,0,0,0,0,0,0,0,0,0,0,309,"No","No",0,83.2252552149385,"No","No"
"P58166",0.69,0.0395142704220792,0.98318,1.7105,1.7105,1.71229,1,4,5,36,72,55,0.4085714,0.3714286,1.845,350,"Yes","No",1,69.520717477,"Yes","No","Q9HBI1",0,0,0,0,0,0,0,0,0,0,0,0,0,364,"No","No",1,69.4426857642308,"No","No"
"P50479",0.689,0.049568048789819,0,0.80301,0.80301,0.80301,0,1,1,1,20,18,0,0.7606061,0.857,330,"Yes","No",1,98.5773234726242,"Yes","No","Q5HYJ3",0,0,0,0,0,0,0,0,0,0,0,0,0,339,"No","No",1,99.295404662997,"No","No"
"P56704",0.689,0.0684875022116055,0.68324,0.74707,0.74707,0.77468,1,1,2,9,52,23,0.6818182,0.2272727,0.967,352,"Yes","No",2,60.2393893381818,"Yes","No","Q8N336",0,0,0,0,0,0,0,0,0,0,0,0,0,334,"No","No",1,60.432077493982,"No","No"
"P36873",0.689,0.00681503178563847,1.0723,0.91484,1.0723,1.09894,1,3,6,34,81,47,0.6408669,0.6346749,1.489,323,"Yes","No",0,53.0098769562724,"Yes","No","Q9H0Q0",0,0,0,0,0,0,0,0,0,0,0,0,0,323,"No","No",0,53.1245688230031,"No","No"
"P40933",0.689,0.00037056250395473,0.62676,0,0.62676,0.62676,1,0,1,3,27,17,0.4567901,0,0.861,162,"Yes","No",0,72.8628284687654,"Yes","No","Q9UMY4",0,0,0,0,0,0,0,0,0,0,0,0,0,162,"No","No",0,72.8565921801235,"No","No"
"Q9Y6Y0",0.689,0.0866465194838787,0.67878,0.61071,0.67878,0.81099,1,1,2,7,36,27,0.5623053,0.5124611,0.872,642,"Yes","No",1,60.9723945868224,"Yes","No","Q9Y5A7",0,0,0,0,0,0,0,0,0,0,0,0,0,615,"No","No",1,60.2623253440423,"No","No"
"Q05932",0.688,0.103045646972887,1.11077,1.10987,1.11077,1.34422,3,1,7,52,104,50,0.8977853,0.6626917,1.487,587,"Yes","No",4,54.8389463899762,"Yes","No","Q96Q27",0,0,0,0,0,0,0,0,0,0,0,0,0,587,"No","No",5,56.4000327068484,"No","No"
"Q12929",0.688,0.0570029275656315,0.91665,0.82343,0.91665,1.74008,1,1,3,24,58,39,0.08272506,0.7992701,1.194,822,"Yes","No",9,87.7163745976034,"Yes","No","Q8TF30",0,0,0,0,0,0,0,0,0,0,0,0,0,809,"No","No",9,88.4540989039258,"No","No"
"P01374",0.687,0.0498170902704809,0.76065,0.02277,0.76065,0.78342,1,0,1,4,44,17,0.55609756097561,0,0.914,205,"Yes","No",2,77.7193664716098,"Yes","No","P52798",0,0,0,0,0,0,0,0,0,0,0,0,0,201,"No","Yes",3,77.4080902118408,"No","No"
"Q7Z6B7",0.687,0.492732404021473,0.17263,0.73683,0.73683,0.90946,0,1,2,15,40,21,0,0.4691244,0.976,1085,"Yes","No",5,89.3858286951945,"Yes","No","Q9P0K7",0,0,0,0,0,0,0,0,0,0,0,0,0,980,"No","No",6,95.9933850606429,"No","No"
"P22694",0.687,0.258135191275537,0.78835,0.82752,0.82752,0.96847,1,1,2,32,57,31,0.205128205128205,0.658119658119658,1.308,351,"Yes","No",5,50.6123820054587,"Yes","No","Q6P5S2",0,0,0,0,0,0,0,0,0,0,0,0,0,330,"No","No",0,52.5179393374121,"No","No"
"O43915",0.686,0.0509266865395885,0.02453,0.83744,0.83744,0.86197,0,1,1,25,23,18,0,0.477401129943503,1.308,354,"Yes","No",0,90.8644786551977,"Yes","No","P53990",0,0,0,0,0,0,0,0,0,0,0,0,0,364,"No","No",0,91.5800433871429,"No","No"
"P54646",0.685,0.0844952853446664,0.09205,0.75776,0.75776,0.84981,0,1,1,6,41,29,0,0.8333333,0.966,552,"Yes","No",2,73.045942440779,"Yes","No","Q86XE3",0,0,0,0,0,0,0,0,0,0,0,0,0,530,"No","No",2,72.0737862954075,"No","No"
"O60879",0.685,0.285799145644494,0.27077,1.40937,1.40937,1.62186,0,5,3,36,95,63,0,0.290644868301544,1.757,1101,"Yes","No",6,74.2337293036857,"Yes","No","Q9Y4D1",0,0,0,0,0,0,0,0,0,0,0,0,0,1078,"No","No",1,77.0080953925288,"No","No"
"P36575",0.684,0.258790516460478,0.83897,1.07341,1.07341,1.67733,1,1,5,19,85,42,0.6005155,0.7113402,1.402,388,"Yes","No",8,54.7541299945,"Yes","No","Q9H0C1",0,0,0,0,0,0,0,0,0,0,0,0,0,365,"No","No",3,56.6332996267123,"No","No"
"P14061",0.684,0.127249041940552,1.0408,0.1327,1.0408,1.1399,1,0,2,8,59,17,0.432926829268293,0,1.19,328,"Yes","No",5,58.5001949510671,"Yes","No","Q8NI38",0,0,0,0,0,0,0,0,0,0,0,0,0,313,"No","No",3,57.1571325153035,"No","No"
"Q96BR1",0.684,0.0703326663980525,0.82116,1.00899,1.00899,1.6306,3,1,3,37,87,33,0.3346774,0.5181452,1.553,496,"Yes","No",0,56.0521075108065,"Yes","No","O00629",0,0,0,0,0,0,0,0,0,0,0,0,0,521,"No","No",0,56.153581098572,"No","No"
"Q9H4P4",0.684,0.0473926527063802,0.63953,0.64331,0.64331,0.70193,1,1,3,13,38,26,0.09148265,0.03470032,0.856,317,"Yes","No",1,67.4704690631546,"Yes","No","Q9HBI0",0,0,0,0,0,0,0,0,0,0,0,0,0,331,"No","No",1,67.9176918110272,"No","No"
"P09132",0.683,0.0226049598273777,0.70431,0.93165,0.93165,1.63596,1,1,2,13,37,36,0.159722222222222,0.444444444444444,0.998,144,"Yes","No",0,76.4332368834028,"Yes","Yes","P62277",0,0,0,0,0,0,0,0,0,0,0,0,0,151,"No","No",0,76.2443181630464,"No","Yes"
"Q9Y234",0.683,0.287577294314619,0.9045,0.95918,0.95918,1.09021,5,1,5,34,68,55,0.1957105,0.5227882,1.614,373,"Yes","No",7,53.7767884543592,"Yes","No","Q92600",0,0,0,0,0,0,0,0,0,0,0,0,0,299,"No","No",4,56.2474801341003,"No","No"
"P53582",0.683,0.146030702238114,0.6063,0.67694,0.67694,1.28324,1,1,2,13,90,50,0.5051813,0.4689119,1.63,386,"Yes","No",0,49.1959510542539,"Yes","No","Q9Y574",0,0,0,0,0,0,0,0,0,0,0,0,0,426,"No","No",0,50.7705902830657,"No","No"
"P80162",0.683,0.0450884849596559,0.02991,0.7025,0.7025,0.73241,0,1,1,5,18,15,0,0.2017544,0.914,114,"Yes","No",0,94.4752886017544,"Yes","No","P20671",0,0,0,0,0,0,0,0,0,0,0,0,0,130,"No","No",0,94.5536868203077,"No","No"
"P14210",0.682,0.222492591666427,1.79077,1.93232,1.93232,1.93644,2,3,8,34,71,43,0.718406593406593,0.839285714285714,2.104,728,"Yes","Yes",1,58.2016462052747,"Yes","No","Q9UBT7",0,0,0,0,0,0,0,0,0,0,0,0,0,734,"No","No",3,61.6161343471526,"No","No"
"Q53GA4",0.682,0.0280630451566337,0.71873,0.69822,0.71873,1.41695,1,1,1,4,29,22,0.08552632,0.4605263,0.796,152,"Yes","No",0,81.6494928642105,"Yes","No","O60676",0,0,0,0,0,0,0,0,0,0,0,0,0,142,"No","No",0,81.6725804573944,"No","No"
"Q9H5V9",0.682,0.0185475969517656,0.07958,0.82745,0.82745,0.85146,0,3,2,4,32,32,0,0.490991,0.989,222,"Yes","No",0,91.8504310815315,"Yes","No","Q9BYJ0",0,0,0,0,0,0,0,0,0,0,0,0,0,223,"No","No",0,92.1589882952466,"No","No"
"O15372",0.681,0.0479767871802882,0.64832,0.03368,0.64832,0.682,1,0,1,5,17,18,0.193181818181818,0,1.097,352,"Yes","No",0,74.3847112509091,"Yes","Yes","Q15814",0,0,0,0,0,0,0,0,0,0,0,0,0,346,"No","No",1,74.4223673422139,"No","Yes"
"P08263",0.681,0.0476638581485139,0.60078,0.08352,0.60078,0.6843,1,0,1,5,38,25,0.0315315315315315,0,0.948,222,"Yes","No",0,55.8691245086486,"Yes","No","Q96BX8",0,0,0,0,0,0,0,0,0,0,0,0,0,217,"No","No",1,55.7371466934562,"No","No"
"P61221",0.681,0.538510163645365,0.81434,0.67655,0.81434,1.02644,1,1,5,32,109,29,0.6260434,0.5475793,1.123,599,"Yes","No",1,48.5791875656027,"Yes","Yes","Q9NYH9",0,0,0,0,0,0,0,0,0,0,0,0,0,597,"No","No",5,57.1230589905628,"No","Yes"
"Q5T4W7",0.681,0.0111126181911276,0.11649,0.7235,0.7235,0.83999,0,1,1,13,20,14,0,0.04090909,1.031,220,"Yes","No",1,101.257096303636,"Yes","No","Q32NC0",0,0,0,0,0,0,0,0,0,0,0,0,0,220,"No","No",1,101.444113322,"No","No"
